job_title,text
Sales Engineer - CyberSecurity ,"544976BRIntroductionBrand Technical Specialist (BTS) are the technical experts and advisors to clients, IBM sales teams and/or IBM Business Partners. As a BTS you understand the client's business requirements, technical requirements and/or competitive landscape. You apply your business insights, build and maintain client relationships, incorporate hardware, software and services into client-valued solutions and ensure client readiness for the implementation of technical solutions. This is an opportunity to shape the future for both IBM and its clients. Start your journey now!Your Role and ResponsibilitiesWelche Aufgaben erwarten Dich bei uns?Du entwirfst kundenindividuelle Lösungen, in denen IBM Software-Produkte, Lösungen unserer vielfältigen Partner-Community oder aus dem OpenSource-Bereich zum Einsatz kommen.Es macht dir Freude diese Lösungen bei deinen Kunden vorzustellen und dabei den individuellen Nutzen für den Kunden in den Vordergrund zu rücken.Du bist wissbegierig und nutzt die vielfältigen und top aktuellen IBM Schulungs- und Weiterbildungsangebote.Du präsentierst überzeugend und schreckst dabei auch vor ""der großen Bühne"" nicht zurück.Anforderungen An DichDu suchst eine herausfordernde Position in einem der innovativsten IT-Umfelder eines weltweit führenden IT-Unternehmen als perfekten Start in deine berufliche Karriere.Du hast dein technisch orientiertes Studium erfolgreich abgeschlossen.Du hast eine Leidenschaft für technische Innovationen, und wie diese in Unternehmen / Organisationen die Herausforderungen der Zukunft lösen können.Du bist kommunikationsstark und kannst dich problemlos in internationalen Teams und gegenüber verschiedenen Stakeholdern mitteilen.Du weißt dich und deine Ideen zu präsentieren - nicht nur in der direkten Interaktion mit Kunden, sondern ebenso über Social Media, Developer Communities, User Groups oder Meetups.Du möchtest nicht stehen bleiben und jeden Tag dazulernen.Klingt interessant? Wir freuen uns auf deine Bewerbung!Gestalte mit unserem Team die Zukunft der modernsten Technologien, wie KI und Quantum, hilf uns, unseren Kunden und Partnern auf der ganzen Welt die Leistungsfähigkeit einer offenen Hybrid Cloud und künstlichen Intelligenz zu demonstrieren und auf vielfältige gemeinsame Erfolge hinzuarbeiten.Reference Salary EUR 35.700,-- p.a. based on Austrian market ranges. Possibility for overpayment is based on education and experience.Required Technical and Professional ExpertiseIn Praktika oder Tätigkeiten hast du bereits erste Erfahrungen im Pre-Sales gesammelt und auch idealerweise hast du bereits Enterprise Architekturen, deren Elemente und Methoden in der Theorie oder noch besser in Projekten kennengelernt und angewendet. Idealerweise hast du auch erste Erfahrungen in Architektur, Programmierung sowie der Wartung von Sicherheitssystemen und bringst Grundkenntnisse mit in Schutz vor, Erkennung von und Reaktion auf Cyber-Angriffe.Weitere Voraussetzung: Fliessend in Deutsch und EnglischAbout Business UnitPreferred Technical and Professional ExpertiseIBM’s Technology business unit is committed to bringing the power of IBM’s Cloud and Watson/AI technologies to life for our clients and ecosystem partners around the world. IBM provides you with the most comprehensive and consistent approach to development, security and operations across hybrid environments—with complete software solutions for business and IT operations, development, data science, security, and management. Our experts and software capabilities help organizations develop applications once and deploy them anywhere, integrate security across the breadth of their IT estate, and automate operations with management visibility. With IBM, you also have access to new skills and methods, governance and management approaches, and a deep ecosystem of industry experts and partners.Your Life @ IBMWas ist für dich wichtig auf der Suche nach deiner nächsten beruflichen Herausforderung? Du willst mit deiner Arbeit die Welt verändern und suchst einen spannenden Job, der dir vielfältige Karriere- und Entwicklungsmöglichkeiten bietet? Du suchst einen Arbeitgeber mit passenden Werten, wie Offenheit, Respekt und Vertrauen - wo jeder eine Stimme hat? In diesem Fall könnte IBM deine nächste berufliche Herausforderung sein.About IBMUnsere größte Erfindung sind die IBMer. Wir glauben daran, dass Fortschritt durch progressives Denken, Führen, Lenken und Handeln entsteht. IBMer glauben, dass Intelligenz, Verstand und Wissenschaft die Wirtschaft, die Gesellschaft und die Lebensbedingungen aller verbessern. Uns unermüdlich neu erfindend sind wir seit 1911 der größte Technology und Consulting Arbeitgeber der Welt – mit 380.000 IBMern sind wir für unsere Kunden aus über 170 Ländern der Welt da.Location StatementIBM ist es wichtig, Ihnen ein Arbeitsumfeld zu bieten, in dem Sie Ihr ganzes Potenzial voll entfalten können und die Möglichkeit haben, Ihren Arbeitstag flexibel zu gestalten. Wenn Sie Interesse daran haben, sprechen Sie uns bitte an, um herauszufinden, welche Gestaltungsmöglichkeiten im aktuellen Arbeitsumfeld bestehen.Being You @ IBMIBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
MS SQL db or ORCALE Sql db,"Qualifications:A minimum of 5 years of experience working with SQL Server DB and the related functionality/componentsBachelor’s degree in Information Technology or a related fieldExperience with the technologies listed in the support information above Type of position: PermanentLocation: Vienna, AustriaComplete migration of all Microsoft SQL Databases to version 2019. This includes decommissioning legacy environments as appropriate.Technical implementation of the database components supporting the Application Data Integration Implementation Project including documentation of the database environment implemented.Technical support in the database domain supporting Azure security requirements including, but not limited to, database encryption, DB security classification, and Azure Key Vault setup.Technical support and implementation of SQL Server DB-related improvements as driven by the DevOps project.Database tier technical implementation and database server monitoring configuration.Support of other upgrades as needed including, but not limited to, Citrix Upgrades, and Windows OS upgrades.For existing TSQL/Scripting, complete review, analysis, and implement improvements where needed such as Database Maintenance and query tuning.Support of day-to-day DB operational tasks."
Junior Cyber Security Consultant ,"Deine Persönlichkeit und Individualität machen den Unterschied! Im Team von Accenture steigern wir die unternehmerische Leistungsfähigkeit unserer Kunden und weisen ihnen den Weg ins digitale Zeitalter. So auch im Bereich Security: Hier stärken wir die Widerstandsfähigkeit unserer Kunden gegenüber Cyberrisiken. Wir identifizieren und bewerten Sicherheitslücken, entwickeln und implementieren Security-Strategien und beraten Kunden über alle Branchen hinweg zum optimalen Einsatz von Security-Lösungen.Das ist genau dein Ding? Dann lebe deine Leidenschaft in einer Position, in der du für weltweit aufgestellte Kunden unternehmens- und risikofokussierte Sicherheitsstrategien entwickelst.Das erwartet dichDu unterstützt das Team bei der Analyse, Gestaltung, Entwicklung und Implementierung neuer Cyber Security Strategien und abschließend in deren gesamten Umsetzung bis zum ProjektabschlussDu analysierst bestehende IT-Security Risiken und Security Incidents, erstellst Optimierungskonzepte für IT-Prozesse und Geschäftsabläufe und implementierst Sicherheitsmaßnahmen in verschiedenen Bereichen, um Cyberangriffe zu vermeidenDeine Arbeit fokussiert sich auf Lösungen und Konzepte in den folgenden Bereichen: Cyber Defence, Digital Identity, Security Operations, Risk and ComplianceDabei stehst du im kontinuierlichen Austausch mit Kunden und Vendoren und unterstützt bei Akquise und AngebotserstellungKurzum: Du arbeitest mit den neuesten Technologien um innovative Lösungen für komplexe Probleme zu finden!Wir leben Chancengleichheit und Vielfalt. Bewerbungen von Kandidat:innen mit Behinderung sind explizit erwünscht.Darauf freuen wir unsAbgeschlossenes technisches oder wirtschaftswissenschaftliches Studium (Bachelor oder Master)Erste Berührungspunkte mit bzw. Affinität zu IT-Security Themen (Cyber Defence, Digital Identity, Security Operations, Risk and Compliance)Leidenschaft und Kreativität in der Lösungsfindung, eine strukturierte, eigenverantwortliche Arbeitsweise sowie KommunikationsstärkeDer Wille, Verantwortung zu übernehmen, sich proaktiv in Projekten einzubringen und gemeinsam im Team Lösungen zu findenSehr gutes Deutsch und Englisch sowie eine dem Projektgeschäft entsprechende MobilitätDeine Vorteile bei AccentureFlexible Arbeitszeitmodelle, Arbeiten in Teilzeit und HomeofficeAttraktive Aus- und Weiterbildungsmöglichkeiten, sowie Spezialisierungsmöglichkeiten wie ZertifizierungenÜberstundenausgleichVerantwortungsvolle Tätigkeiten in abwechslungsreichen Projekten für nationale und internationale UnternehmenDen Zugriff auf den Wissens- und Erfahrungsschatz im globalen Accenture-NetzwerkDein KontaktDu hast Fragen? Dann wende dich an unser Recruiting Team per E-Mail an recruiting_austria@accenture.com.Basierend auf deiner persönlichen Leistung hast du bei uns die Möglichkeit, dein Jahreseinkommen aktiv positiv zu beeinflussen. Das Jahresbruttogehalt startet bei dieser Position bei € 44.000 Euro.Wir freuen uns auf deine Bewerbung!"
CISO Office – Security Team Member ,"Your ResponsibilitiesContribute to the maintenance and improvement of the established Information Security Management System (ISMS)Take an active role in Security Communication Management (including creation of presentations, writing texts for security awareness, alerts, initiatives and campaigns)Part of your daily responsibilities and activities is also Security Operations such as the assessment and approval of technical change requestOrganizational and Administrative Support for the global security teamInterface with Business Units and key stakeholders to manage security initiatives and campaignsYour ProfileSound knowledge about information security and information systems would be appreciatedYou are equipped with a strong ability to organize and coordinate activitiesYou feel comfortable working in a team and finding solutions in complex and demanding environmentsYou are a responsible and committed person who manages to keep track of things, even in stressful situationsYour analytical and conceptual skills are complimented by your persuasive approach towards othersDue to the international structure of the Kapsch TrafficCom occasional travel activities might occurVery good German and English skills (C1) requiredOur OfferWe have a unique corporate culture, driven by family tradition since 1892. We strive to create a work environment conducive to personal growth, satisfaction and achievementAttractive career path within the organizationPossibility to participate in regular trainings (technical and personal development)A hands-on onboarding with an experienced team to get familiar with the business and domain-related processesAn international working environment and excellent working climateSocial benefits and infrastructure (homeoffice, operating restaurants, near subway, bridge days regulation and flexible working hours etc.) of a modern companyA market compliant salary according to your qualification and experience (minimum yearly salary of € 38.000 all in)Start date: as soon as possible, full-time positionKapsch is proud to be an equal opportunity employer. We attach great importance to a balance in the diversity of our employees. Therefore we welcome all applications without regard to gender, age, religious beliefs/ideology, sexual orientation, ethnicity or national origin.Your contact: Daniela Giovannozzi, Head of Recruiting Austria - Tel.: +43 50 811 1905"
GUCCI Client Advisor ,"SummaryJob Description SummaryInfluential, innovative and progressive, Gucci is reinventing a wholly modern approach to fashion. Under the new vision of creative director Alessandro Michele, the House has redefined luxury for the 21st century, further reinforcing its position as one of the world’s most desirable fashion houses. Eclectic, contemporary, romantic—Gucci products represent the pinnacle of Italian craftsmanship and are unsurpassed for their quality and attention to detail.Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.Job DescriptionKey AccountabilitiesConsistently achieve or exceed monthly and seasonal individual and store sales goals, enhancing and developing the business;Provide an exceptional customer service experience by exceeding their expectations, demonstrating an excellent knowledge of the products as well as Gucci history and heritage in accordance with the Gucci selling ceremony;Drive and exceed individual KPI goals, by ensuring the highest level of Customer Service and quality of sales;Capture meaningful customer data according to the Company tools (CRM), for the purposes of connecting with the client, building relationships and personalizing future client development opportunities;Maintain an active, accurate, neat and organized client book, contacting clients regularly and providing appropriate follow-up on all sales or client requests;Ability to discuss with clients and give advice on general trends in the fashion world and developments in the luxury market, showing passion for fashion and luxury products;Work as a team player and partner with fellow colleagues, foster open and constructive communication, to ensure a consistent exceptional experience and contribute to a positive working environment;Maintain security standards within the store to ensure safety of customers, colleagues and merchandise;Contribute to upholding the visual display of all products in accordance with Gucci visual standards;Contribute to the daily operations of the store, by maintaining a neat and organized understock and stock room;Adhere to Gucci Image standards and guidelines;Follow all company policies and procedures.Key Requirements3+ years of luxury fashion sales experience preferably in a similar role or customer service setting;Proven ability to drive and exceed individual and store results;Proven ability to build lasting relationships with customers and colleagues;Excellent communicate skills, both oral and written, and the ability to handle multiple tasks simultaneously;Strong organization and follow-up skills are essential;Accuracy and attention to detail needed;Candidate should be team-focused with a desire to collaborate effectively;Ability to work in a fast moving and dynamic environment;High flexibility and ability to adapt to different customers;Ability to work a flexible schedule based on business needs which includes, evenings, weekends and holidays.Job TypeFixed Term (Fixed Term)Start Date2022-06-30ScheduleFull timeOrganizationLuxury Goods Outlets S.R.L Aust."
Security Researcher ,"At CrowdStrike we’re on a mission - to stop breaches. Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations in machine learning and behavioral-based detection, allow our customers to not only defend themselves, but do so in a future-proof manner. Because of that we’ve earned numerous honors and top rankings for our technology, organization and talent. Our culture was purpose-built to be remote first, and we offer flexible work arrangements to help our people manage their personal and professional lives in a way that works for them. If you’re ready to work on unrivaled technology with a team that makes a difference every day, let’s talk.About The RoleCrowdStrike is looking for a self-starting, responsible, action-oriented, and highly motivated individual to join our growing Intelligence Team. This position will require the candidate to track and collect information related to Russia-based or -sponsored adversaries, tools, tradecraft, and techniques in a wide variety of environments, to include the deep and dark web.The mission of a Security Researcher is to leverage operational tradecraft alongside Russian cultural and language expertise to develop and maintain unique sources of cyber intelligence information and enable threat analysis. It serves as an important support role to ongoing analysis of actors, adversaries, geopolitical developments, and transnational issues, and is instrumental in providing unique insight into finished intelligence products used by CrowdStrike customers and stakeholders.The successful candidate will be an OPSEC-savvy, detail-oriented problem solver, and have substantial experience driving concurrent projects and issues to completion.Highly qualified candidates will have an excellent technical foundation, especially related to APT strategy and Threat Intelligence and be comfortable with internal and cross-team collaboration.Essential Duties And ResponsibilitiesReport raw intelligence that responds to established standing and ad hoc requirements in support of tracking Russian actors and their activity.Employ secure operational tradecraft methods and practices. Track threat actors in various underground and other communities. Assess quality and credibility of operators, toolsets, and other offered services. Identify current and emerging cyber threats and trends including technical information as well as geopolitical and transnational events/issues. Collaborate on analytical reports and threat estimates related to Russian security topics.Collaborate with teams across the CrowdStrike organization to provide regional expertise and gather information for finished intelligence products.RequiredKey Qualifications:Motivated self-starter with experience operating in a wide variety of online environments, to include hidden sites/forums.Minimum 2 years of relevant experience in cyber threat intelligence.Fluent or advanced Russian language and familiarity with Russian internet colloquialisms.Understanding of technical terminology, tools, and tactics employed by threat actors.Comprehensive, practical knowledge of research/collection tradecraft and analytical methods.Understanding of the context in which Russian cyber actors operate, to include current geopolitical and transnational events and issues.PreferredAdditional foreign languages (e.g. Ukrainian, Chinese, Turkish, etc.) Prior intelligence community or cyber threat intelligence background.Education Undergraduate degree or military training and experience in cyber intelligence, general intelligence studies, security studies, political science, international relations, etc.Other technical security certifications or academic background a plus.Location:Remote US, EuropeContactmission@crowdstrike.comDepartmentIntelligenceBenefits Of Working At CrowdStrikeRemote-friendly cultureMarket leader in compensation and equity awardsCompetitive vacation and flexible working arrangements Paid Parental Leave, including adoption Wellness programsA variety of professional development and mentorship opportunitiesOpen offices have stocked kitchens, coffee, soda and treatsWe are committed to building an inclusive culture of belonging that not only embraces the diversity of our people but also reflects the diversity of the communities in which we work and the customers we serve. We know that the happiest and highest performing teams include people with diverse perspectives that encourage new ways of solving problems, so we strive to attract and develop talent from all backgrounds and create workplaces where everyone feels seen, heard and empowered to bring their full, authentic selves to work.CrowdStrike is an Equal Opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex including sexual orientation and gender identity, national origin, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law."
Cyber Security Operations Manager,"Your roleAre you motivated, resilient and have a “can” do attitude towards improving cyber security? Do you have a deep technical knowledge, and can communicate with others from different backgrounds? We are looking for someone like you who can: Improve and run our security operations centre and vulnerability management services with a product mindset, with an effective and positive collaboration with IT teams at multiple locations and security service providers. Design and continuously report business centric cyber security metrics. Take accountability to design or improve processes to detect, investigate and respond to security alerts and incidents, leveraging SIEM - SOAR, EDR/EPP, DLP, IDPs, etc. Deliver security incident response, forensics, documentation, and reporting. Advise, coach and work with IT infrastructure, service delivery and service desk teams on security incident management.Run and improve our vulnerability Management process end to end: infrastructure scanning, technical testing, security hardening, reporting findings to key stakeholders and driving remediation with a risk based approach. Supports continuous improvement and implementation of our information security crisis management process.Proactively support other ISRM team members on the design of security education training awareness program (SETA) to lessons learned and root causes identified through security incident management. Your Team You will be reporting to the Corporate Head of Information Security and Risk Management (ISRM). The ISRM team is accountable for the design and implementation of Octapharma’s group security strategy and program. Because we are a privately owned business, we have a long-term vision and strategy, and can run a security program which is truly focused on delivering business value. In our team you will have opportunities for hands on work, but also delivering through others, working shoulder to shoulder with IT and business teams strengthening your business skills. Your expertise University Degree in Information Security, IT or equivalentDesirable: Relevant security certifications such as from ISC2, ISACA, CREST CCTIM or CCIM, SANS and Vendor Certifications. 12+ years of professional work experience in IT with relevant roles such as network engineering and operations and security engineering.5+ years of experience in security operations management and vulnerability management preferable in organizations which have manufacturing business operations. Working knowledge with security protection and detection technologies such as NG Firewalls, IDPs, DER/EPP, network and host segmentation, SIEM including SOAR, and Vulnerability Scanning and Management tools.Experience in security monitoring, detection and response for various technologies including Operations Technologies (OT) e.g. industrial and process control systems. Applied knowledge of common network services and known network vulnerabilities or attack patterns and threat actor TTP’s (Techniques, Tactics & Procedures), use of MITRE ATT&CK / Kill chain / threat modelling frameworks.Must be able to define project/program goals and roadmaps based on business / service customer needs and strategic direction and ensure that committed projects are delivered on schedule by the relevant team members.You are confident and able to communicate why through the work you deliver you are a business enabler.Beneficial: You have knowledge of GXP, CSV and pharmaceutical industry related regulations.You have strong verbal and written communication skills in English and beneficial German.You are resilient, self-reliant/self-motivated, proactive with high degree of accountability and you have excellent operating skills in a dynamic team environment.You are a strong communicator: presentation and training, relationship management, consultation, negotiation.You have a high level of personal integrity, ability to professionally handle confidential matters and convince by appropriate level of judgment and maturity.You can work in a matrix and geographically dispersed organization.If needed, you could travel around 30% of your working time (worldwide) What we offer We are close to 10,000 employees, we have six manufacturing sites, seven research and development centres, 150+ plasma collection centres and offices across the world. Being part of our IT organization, you will be working with our teams in different locations and able to:  Develop and grow a professional career in an exciting, challenging and international environment.Be rewarded with an attractive salary and benefits package.You will have a high level of influence where you can make a difference and leave your footprint.Work with skilled and fun colleagues in a relatively informal organization. Join Us We are a truly global, collaborative, and friendly group of people. Having a diverse, inclusive, and respectful workplace is important to us. We support your career development, internal mobility, and work-life balance. If this sounds interesting, apply now.How to Apply Please apply online in English describing your interest, expected salary, and enclosing your CV, references and/or recommendation letters."
"Environmental, Health & Safety Coordinator ","Job SummaryDESCRIPTIONUnser fortwährendes Wachstum erfordert Jahr für Jahr ein intelligentes Arbeiten, das dazu beiträgt, Sicherheit, Zufriedenheit, Motivation und Engagement unserer Teammitglieder zu erhalten. Damit wir dieses Ziel erreichen können, suchen wir einen begeisterungsfähigen Environmental, Health & Safety Coordinator. Wenn Du einen starken Tatendrang verspürst, würden wir Dich gerne zur Verbesserung des Bereichs Gesundheit und Arbeitsschutz in einem unserer Versandzentren begrüßen.Diese Rolle ist Deine Einstiegsmöglichkeit in die Welt der Arbeitssicherheit und des Gesundheitsschutzes bei Amazon.Unsere Versandzentren bilden den Mittelpunkt des schnell wachsenden Geschäftsbetriebs von Amazon: Hier bewältigen wir den schnellen Warenumschlag. Unsere Mitarbeiterteams lagern Anlieferungen ein, kommissionieren, verpacken und versenden Produkte und haben uns maßgeblich dahin gebracht, wo wir heute sind.Du bist in dieser Position dem Health and Safety Manager unterstellt und arbeitest in Schichten.Aufgaben Eines Environmental, Health & Safety Coordinators Du führst Risikobewertungen und eine proaktive Nachverfolgung der Kontrollmaßnahmen bis zum Abschluss durch. Du misst tägliche Kennzahlen und Callouts. Du führst eine umfassende Auswertung der Daten des Versandzentrums bei der Überwachung meldepflichtiger Vorfälle am Standort durch. Du nutzt Dein Wissen als Prüfer über die Verfahren und rechtlichen Anforderungen von Amazon, um Mitarbeiter und Manager entsprechend zu beraten. Du wirst ein Experte in Deinem Kompetenzbereich und überwachst die dir zugewiesenen Bereiche, ohne vertrauliche Informationen an Personen außerhalb Deines Joblevels weiterzugeben. Du überwachst kontinuierlich das Versandzentrum und die Einhaltung der Sicherheitsvorschriften von Amazon. Du untersuchst Unfälle, Beinahe-Unfälle und alle weiteren Vorfälle während der Ursachenanalyse. Du aktualisierst interne Datensätze zu Unfällen, Beinahe-Unfällen und sonstigen Vorfällen. Du erstellst Maßnahmenpläne für eine kontinuierliche und nachhaltige Einhaltung der Rechtsvorschriften. Du verhältst Dich jederzeit professionell und behandelst Angelegenheiten, die Sicherheitsuntersuchungen nach sich ziehen, vertraulich. Flexibilität: Du bist bereit und in der Lage, zu Spitzenzeiten in unkonventionellen Schichten, einschließlich am Wochenende und nachts, zu arbeiten.Erforderliche QualifikationenBASIC QUALIFICATIONS Du verfügst über eine minutiöse und nicht nachlassende Detailorientierung. Du bist nachweislich in der Lage, Ziele zu erreichen und Fristen einzuhalten. Du besitzt eine schnelle Auffassungsgabe und befolgst neue Prozesse und Verfahrensweisen. Du bist in der Lage, selbstständig und zuweilen unter minimaler Beaufsichtigung zu arbeiten. Du bist flexibel, anpassungsfähig und in der Lage, die Unternehmensanforderungen zu erfüllen. Du bist ein echter Teamplayer und trägst zu einer positiven und angenehmen Teamatmosphäre bei. Du bist begeisterungsfähig und in der Lage, Dich jeden Tag aufs Neue zu motivieren. Du verfügst über gute Computerkenntnisse. Du verfügst über herausragende Kommunikationsfähigkeiten in Wort und Schrift.Bevorzugte QualifikationenPREFERRED QUALIFICATIONS Du verfügst über die entsprechende Qualifikation, um als „Fachkraft für Arbeitssicherheit“ eingesetzt zu werden (das erste Trainingsmodul hast Du absolviert und Du folgst dem Trainingsplan, bis dieser abgeschlossen ist). Du bist bereit Dich aufgabenorientiert weiterzubilden um den Geschäftsbereich kontinuierlich zu verbessern. Du bist bereit Dich konzeptionell in neue Themenbereiche einzubringen und serviceorientiert zu arbeiten. Du hast erste Erfahrungen im in den Bereichen Logistik und Warenumschlag.Amazon verfolgt als Arbeitgeber den Grundsatz der Chancengleichheit. Wir sind der festen Überzeugung, dass die Beschäftigung einer vielfältigen Belegschaft wesentlich zu unserem Erfolg beiträgt. Wir treffen Einstellungsentscheidungen basierend auf Ihren Erfahrungen und Qualifikationen. Wir wissen Ihre Begeisterung für das Entdecken, Erfinden, Vereinfachen und Erstellen zu schätzen. Bei gleicher Qualifikation werden Schwerbehinderte bevorzugt behandelt.Amazon nimmt den Schutz Ihrer persönlichen Daten ernst und respektiert die nationalen Datenschutzgesetze sowie die EU-Rechtsvorschriften zum Datenschutz. Sofern nicht anders vereinbart, erlauben Sie dem einstellenden Unternehmen von Amazon durch Einreichung Ihres Lebenslaufs, Ihre persönlichen Daten in der elektronischen Datenbank zu speichern, die von Amazon Corporate LLC. in den USA oder von einer Tochtergesellschaft zum Zweck der Feststellung Ihrer Eignung für diese und für zukünftig angebotene Stellen sowie zur Verfolgung Ihres Bewerbungsprozesses unterhalten wird.Wenn Sie wünschen, dass Ihre persönlichen Daten gelöscht werden, können Sie das einstellende Unternehmen jederzeit darüber benachrichtigen. Amazon gibt Ihre Daten ohne Ihre vorherige Zustimmung nicht an Dritte weiter. Im Rahmen des Interviewprozesses mit Amazon werden Sie möglicherweise dazu aufgefordert, dem einstellenden Unternehmen von Amazon zu gestatten, Ihre Bewerbungsdaten und Ihren Lebenslauf separat durch einen Drittanbieter prüfen zu lassen.Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build. Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice (https://www.amazon.jobs/en/privacy_page) to know more about how we collect, use and transfer the personal data of our candidates.Company - Amazon Transport Austria GmbHJob ID: A1915307"
Network Engineer - Service Configuration ,"In dieser Postition bist du für die Konfiguration sowie das Troubleshooting, Incident & Problem Management von komplexen technischen Lösungen und technischer Kundenanliegen im Large und Medium Enterprise Segment verantwortlich. Die Tätigkeitspalette reicht von der Validierung von Solutions oder Fehlerbildern, der selbständigen Lösung von technischen Problemen sowie remote Mess- und Testleistungen für VoIP-Services sowie Layer2, Layer3 und darüberhinausgehende Connectivity-Themen. Wir sind ein dynamisches und engagiertes Team und suchen tatkräftige und motivierte Unterstützung für die kompetente Betreuung unserer Kunden.Aufgaben:Selbstständige, effiziente Behandlung und Lösung von Problemen der Kunden im technischen Bereich, in deutscher und englischer SpracheValidierung, Verbesserung und Umsetzung von technischen LösungenEigenständige Behandlung von technischen KundenanliegenTelefonische und schriftliche Bearbeitung von technischen Kunden-Incidents via Telefon, E-Mail oder Trouble Tickets nach Vorbereitung durch vorgelagerte Support UnitsKonfiguration und Anschaltung von Kundenservices im Large und Medium Enterprise SegmentAneignung von Fach- und Produktkenntnissen durch unser kompetenzorientiertes SchulungssystemAnforderungsprofil:Abgeschlossene Ausbildung (Lehre, HTL oder Matura)Mindestens 3 Jahre Erfahrung im technischen KundenserviceFundierte Kenntnisse im Netzwerkbereich (CCNA oder höher) und sehr gutes Know-how von Übertragungs- und Kommunikationstechnologien (Mobile, VoIP, ISDN, Ethernet, MPLS, VPLS usw.)Verhandlungssicheres Deutsch und Englisch in Wort und SchriftSehr gute Fähigkeit technisch komplexe Anforderungen vereinfacht darzustellenZeitliche Flexibilität und Bereitschaft zu Nachteinsätzen (Anschaltungen, Wartungen)Deine Vorteile und Benefits bei Drei. Wir wollen uns jeden Tag neuen Herausforderungen stellen und innovative Ideen entwickeln. Dafür geben wir unseren Mitarbeitern aber auch jeden Tag etwas zurück:+ Top Handy nach Wahl inkl. Mitarbeitertarif und ausgewählten Zusatzpaketen+ Jahreskarte für die öffentlichen Verkehrsmittel oder Firmenparkplatz+ 2 zusätzliche Urlaubstage ab dem 2. Dienstjahr+ Jährliche IST-Lohnerhöhung oder zusätzliche freie Tage+ Open Office Infrastruktur inkl. gratis Kaffee und Sodawasser+ Interne Kantine sowie Lifestyle-Garten+ Flexible Arbeitszeiten und mobiles Arbeiten (bis zu 60% möglich)+ Umfassendes Equipment und Internet für Homeoffice+ Familienfreundlicher Arbeitgeber mit Kinderbetreuungsangeboten+ Persönliche und fachliche Weiterbildung über die Drei Academy+ Mitarbeiterrabatte, Firmenevents und Sportaktivitäten+ Gesundheitsaktionen und BetriebsarztWir werden dein Gehalt auf Grundlage deiner Qualifikation und Erfahrung marktkonform vereinbaren. Das Bruttojahresgehalt laut Kollektivvertrag für Telekom-Unternehmen beträgt mindestens € 36.395,- (40h/Woche).Details zum Alltag bei Drei findest du auf unserer Webseite unter Karriere in der Rubrik „Work @ Drei“.„Wir leben Chancengleichheit und Vielfalt und freuen uns auf deine Bewerbung.“"
Detektivassistent,"Wir suchen ab sofort Detektivassistenten (m/w/d) zur Verstärkung unseres Teams!Wir sind ein renommiertes Bewachungsunternehmen und erweitern unsere Tätigkeiten um Detektivassistent(innen).Wir suchen Vollzeit / Teilzeit Beschäftigte und bieten Aufstiegsmöglichkeiten sowie einen Verdienst von € 12,26 Brutto pro Stunde (Zulangen + Aufzahlung möglich)AufgabenZu Ihrem Aufgabenbereich zählt hauptsächlich das Beobachten von KundenInnen mit oder ohne Unterstützung von Kameras in Geschäftslokalen, das Anhalten von verdächtigen KundenInnen und die weitere Abwicklung gemäß Dienstvorschrift.QualifikationVolljährigkeit, einwandfreier Leumundsehr gute Deutschkenntnisse in Wort und Schriftkörperliche Fitness, Belastbarkeit, absolute Zuverlässigkeit und Diskretionhöfliches, wenngleich selbstsicheres Auftretenmindestens ein Jahr BerufserfahrungBenefitsWir bieten ein unbefristetes Dienstverhältnis mit der Möglichkeit zur Aus- und Weiterbildung sowie Einsatz in anderen Bereichen des Sicherheitsgewerbes.Je nach Qualifikation sind auch eine Überzahlung sowie weitere Benefits (Firmen-PKW, technische Ausstattungen, etc.) möglich.Wir freuen uns über deine Bewerbung!"
Automotive Security - Anomaly detectio6,"AVL is the world's largest independent company for development, simulation and testing technology of powertrains (hybrid, combustion engines, transmission, electric drive, batteries and software) for passenger cars, trucks and large engines and their integration into the vehicle.We offer a thesis with the topic ofAutomotive Security - Anomaly detectio6Master ThesisJob DescriptionIdentify security relevant log sources inside a modern vehicle Define a logging concept including the characteristics of a modern vehicle architecture Analyze the potential of different anomaly detection approaches (machine learning / AI versus pattern based) considering the potential limitations of embedded systems with regards to computing power and memory Define a concept for distributed anomaly detection architectures in combination with backend / cloud infrastructures Proof-of-concept implementation and demonstration Seeked Profile Experiences in embedded systems, Log Management, SIEM Strong analytical and problem solving skills Strong programming skill in Python, C Knowledge in automotive security a plusFill in the Requirements of the ThesisWe Offer Informatics/Computer Science IT / Information Security"
